type,noise,method,index,train,test,mse1,mse2,cor1,cor2
scalar,3,FLM1,56,0.9459,0.8581,1.379,1.546,0.2327,0.4586
scalar,3,FLM1,53,0.9219,0.9474,1.516,1.044,0.2795,0.2452
scalar,3,FLM1,46,0.9059,1.005,1.71,1.347,0.3068,0.14
scalar,3,FLM1,49,0.8804,0.9371,1.277,1.652,0.3478,0.2176
scalar,3,FLM1,47,0.8535,1.145,1.474,1.672,0.3846,0.0722
scalar,3,FLM1,48,0.7417,0.787,1.816,2.59,0.5082,0.4671
scalar,3,FLM1,54,0.9669,0.8873,2.166,3.153,0.1819,0.4812
scalar,3,FLM1,25,0.3555,0.3826,1.574,1.588,0.8029,0.7942
scalar,3,FLM1,26,0.871,1.022,1.408,1.778,0.3601,0.1224
scalar,3,FLM1,52,0.5725,0.8402,1.97,1.801,0.6539,0.483
scalar,3,FLM1,50,0.6168,0.6311,1.476,1.751,0.6191,0.6233
scalar,3,FLM1,55,0.8224,0.9768,1.399,1.793,0.4215,0.2472
scalar,3,FLM1,51,0.8506,1.098,1.302,1.558,0.3877,0.02693
scalar,3,FLM1,39,0.9977,0.9989,1.281,2.036,0.133,0.1018
scalar,3,FLM1,32,0.8522,1.015,1.415,0.9572,0.3854,0.2621
scalar,3,FLM1,18,0.933,1.054,1.315,1.85,0.2619,-0.03633
scalar,3,FLM1,16,0.6848,1.119,2.032,2.58,0.5623,0.1611
scalar,3,FLM1,15,0.9057,0.9929,1.539,2.086,0.307,0.1583
scalar,3,FLM1,17,0.979,0.9722,1.679,1.789,0.1452,0.1374
scalar,3,FLM1,34,0.4321,0.3827,3.012,3.431,0.7536,0.7877
scalar,3,FLM1,35,0.5892,0.615,1.46,1.692,0.6409,0.6093
scalar,3,FLM1,33,0.9378,0.8783,1.717,1.459,0.2498,0.3519
scalar,3,FLM1,29,0.9994,0.9871,1.796,1.779,0.02517,0.3145
scalar,3,FLM1,30,0.673,0.7386,1.692,1.58,0.5719,0.5172
scalar,3,FLM1,28,0.2469,0.2435,1.724,1.479,0.8679,0.8762
scalar,3,FLM1,24,0.8296,1.065,1.647,1.678,0.414,0.105
scalar,3,FLM1,23,0.9161,0.8913,1.611,1.567,0.2899,0.3085
scalar,3,FLM1,21,0.9928,0.9543,1.401,1.594,0.08511,0.3771
scalar,3,FLM1,22,0.5025,0.694,1.601,2.046,0.7054,0.6105
scalar,3,FLM1,19,0.8912,0.7995,1.818,2.424,0.3305,0.5058
scalar,3,FLM1,20,0.7317,0.8074,1.393,1.872,0.5182,0.4548
scalar,3,FLM1,31,0.9006,0.9559,1.293,1.73,0.3181,0.2502
scalar,3,FLM1,11,0.5519,0.5248,1.98,2.281,0.6695,0.7007
scalar,3,FLM1,7,0.8938,0.9855,3.285,2.595,0.3258,0.2488
scalar,3,FLM1,12,0.9547,0.96,2.249,3.511,0.2156,0.2149
scalar,3,FLM1,13,0.7406,0.746,1.588,1.967,0.5135,0.5359
scalar,3,FLM1,9,0.8699,1.091,1.342,1.68,0.3607,0.08432
scalar,3,FLM1,10,0.4528,0.5076,2.55,2.492,0.7397,0.705
scalar,3,FLM1,8,0.9724,0.9059,1.581,1.908,0.1662,0.4476
scalar,3,FLM1,14,0.8756,1.026,1.385,1.509,0.3528,0.1287
scalar,3,FLM1,97,0.9719,1.032,1.64,1.257,0.1683,0.003589
scalar,3,FLM1,64,0.8973,0.8476,3.641,2.183,0.3217,0.3883
scalar,3,FLM1,76,0.6643,0.5366,1.203,1.479,0.5794,0.7163
scalar,3,FLM1,98,0.9027,0.9435,1.329,1.63,0.3135,0.2205
scalar,3,FLM1,100,0.7503,0.7159,1.353,2.131,0.4998,0.5567
scalar,3,FLM1,99,0.9981,0.9997,1.695,1.32,0.06435,0.0154
scalar,3,FLM1,66,0.3823,0.4841,4.5,6.482,0.7861,0.7212
scalar,3,FLM1,65,0.9251,0.8593,1.69,2.272,0.2738,0.4176
scalar,3,FLM1,75,0.9641,1.018,1.237,1.519,0.195,0.004524
scalar,3,FLM1,63,0.8252,0.8418,1.262,1.478,0.4186,0.4049
scalar,3,FLM1,81,0.7238,0.7164,1.296,1.774,0.5255,0.5342
scalar,3,FLM1,82,0.8614,0.9021,2.08,1.796,0.3725,0.3221
scalar,3,FLM1,73,0.8251,0.7198,2.654,1.807,0.4183,0.4938
scalar,3,FLM1,83,0.3595,0.8357,1.628,3.258,0.8004,0.5472
scalar,3,FLM1,74,0.6078,0.5136,3.053,2.752,0.6265,0.7058
scalar,3,FLM1,71,0.6133,0.672,1.584,1.868,0.6219,0.5537
scalar,3,FLM1,67,0.9557,0.9474,1.401,1.475,0.2157,0.2965
scalar,3,FLM1,69,0.4984,0.5494,1.385,1.536,0.7084,0.6738
scalar,3,FLM1,68,0.7759,0.9092,1.887,1.794,0.4742,0.3427
scalar,3,FLM1,80,0.9254,0.995,1.506,1.159,0.2765,0.1274
scalar,3,FLM1,72,0.65,0.6896,3.069,3.781,0.5924,0.5578
scalar,3,FLM1,77,0.5102,0.6933,1.262,1.662,0.7004,0.5716
scalar,3,FLM1,59,0.7768,0.8157,1.525,1.221,0.4728,0.4383
scalar,3,FLM1,57,0.7237,0.8648,1.573,2.046,0.5257,0.4059
scalar,3,FLM1,78,0.8639,0.9163,1.56,1.456,0.3707,0.2894
scalar,3,FLM1,58,0.9598,0.8666,1.691,1.926,0.202,0.5195
scalar,3,FLM1,79,0.9769,0.9373,1.602,1.553,0.1578,0.2795
scalar,3,FLM1,70,0.4388,0.5746,1.498,1.435,0.7492,0.6603
scalar,3,FLM1,62,0.8098,0.8881,1.737,1.679,0.4362,0.4002
scalar,3,FLM1,91,0.8337,0.9138,1.627,1.333,0.4087,0.3211
scalar,3,FLM1,93,0.9515,0.8115,1.534,1.221,0.2211,0.5523
scalar,3,FLM1,94,0.8669,1.075,1.306,1.246,0.3651,0.09356
scalar,3,FLM1,92,0.6001,0.6437,1.387,1.386,0.6324,0.6323
scalar,3,FLM1,61,0.6432,0.6629,1.501,1.179,0.5975,0.5945
scalar,3,FLM1,84,0.8697,0.998,1.737,1.503,0.3633,0.08387
scalar,3,FLM1,89,0.9833,0.934,1.452,1.3,0.1298,0.2796
scalar,3,FLM1,88,0.7736,0.7531,1.59,0.9618,0.4758,0.5085
scalar,3,FLM1,90,0.3053,0.3144,1.805,1.964,0.8335,0.8284
scalar,3,FLM1,86,0.8214,0.9142,1.478,1.297,0.4227,0.3301
scalar,3,FLM1,85,0.7385,0.8101,1.523,1.483,0.5115,0.4487
scalar,3,FLM1,87,0.9672,0.9227,1.606,1.216,0.1813,0.2915
scalar,3,FLM1,60,0.5116,0.7042,1.479,1.51,0.6989,0.5724
scalar,3,FLM1,95,0.8061,0.8898,1.357,1.69,0.4409,0.3438
scalar,3,FLM1,96,0.4352,0.6672,1.688,1.865,0.7516,0.5817
scalar,3,FN1,2,0.5291,1.023,1.679,2.308,0.6962,0.4354
scalar,3,FN1,1,0.5529,1.098,1.26,1.674,0.6831,0.4724
scalar,3,FN1,6,0.3703,0.6188,1.223,1.905,0.807,0.6148
scalar,3,FN1,4,0.6473,0.558,1.719,1.298,0.604,0.6682
scalar,3,FN1,3,0.6668,0.6867,1.496,1.812,0.5945,0.5833
scalar,3,FN1,39,0.9568,1.01,1.229,2.057,0.2648,0.1685
scalar,3,FN1,5,0.9153,1.08,1.305,1.544,0.3407,0.02876
scalar,3,FN1,40,0.8774,1.042,1.378,1.577,0.4076,0.1655
scalar,3,FN1,55,0.8097,0.9997,1.377,1.836,0.46,0.2068
scalar,3,FN1,33,0.8929,0.873,1.635,1.45,0.3513,0.3161
scalar,3,FN1,18,0.9458,1.024,1.333,1.797,0.296,0.1071
scalar,3,FN1,34,0.2196,0.2204,1.531,1.976,0.8878,0.8984
scalar,3,FN1,9,0.723,1.007,1.115,1.551,0.5522,0.2227
scalar,3,FN1,11,0.3204,0.3675,1.149,1.597,0.8379,0.8141
scalar,3,FN1,42,0.9457,0.8432,1.468,1.159,0.2732,0.3419
scalar,3,FN1,48,0.512,0.5913,1.253,1.946,0.7166,0.6537
scalar,3,FN1,13,0.6827,0.7129,1.464,1.88,0.5801,0.5311
scalar,3,FN1,54,0.5838,0.5978,1.308,2.124,0.6732,0.6038
scalar,3,FN1,41,0.7861,0.8708,1.393,2.277,0.5036,0.4703
scalar,3,FN1,21,0.9987,0.964,1.409,1.61,0.04652,0.328
scalar,3,FN1,53,0.9343,0.9378,1.536,1.034,0.258,0.2549
scalar,3,FN1,44,0.9494,0.9279,1.577,1.566,0.2342,0.3257
scalar,3,FN1,45,0.7675,0.9118,1.401,1.383,0.5021,0.3778
scalar,3,FN1,30,0.6232,0.7715,1.567,1.65,0.6273,0.5441
scalar,3,FN1,56,0.7478,1.055,1.09,1.901,0.5294,0.1562
scalar,3,FN1,27,0.4493,0.4324,1.454,1.754,0.7538,0.7712
scalar,3,FN1,47,0.9573,0.9916,1.653,1.447,0.2676,0.08597
scalar,3,FN1,49,0.9007,0.9776,1.306,1.724,0.3592,0.229
scalar,3,FN1,14,0.8799,1.02,1.392,1.5,0.3736,0.1061
scalar,3,FN1,52,0.1934,0.9284,0.6653,1.991,0.9217,0.5825
scalar,3,FN1,51,0.8558,1.06,1.31,1.504,0.4159,0.06788
scalar,3,FN1,29,0.9673,1.003,1.738,1.807,0.2158,0.133
scalar,3,FN1,19,0.9024,0.8535,1.841,2.588,0.3667,0.5717
scalar,3,FN1,35,0.4982,0.643,1.234,1.769,0.7186,0.595
scalar,3,FN1,50,0.52,0.6979,1.244,1.936,0.7086,0.6105
scalar,3,FN1,22,0.3807,0.7298,1.213,2.151,0.7995,0.5796
scalar,3,FN1,7,0.3774,0.6358,1.387,1.674,0.8045,0.6958
scalar,3,FN1,12,0.6277,0.4867,1.479,1.78,0.6375,0.7044
scalar,3,FN1,15,0.893,0.9327,1.517,1.96,0.3432,0.2141
scalar,3,FN1,25,0.1245,0.5556,0.5513,2.306,0.9505,0.701
scalar,3,FN1,20,0.7427,0.7911,1.414,1.835,0.5398,0.4616
scalar,3,FN1,10,0.2268,0.3161,1.277,1.552,0.8863,0.8307
scalar,3,FN1,28,0.2029,0.2741,1.417,1.664,0.8993,0.8729
scalar,3,FN1,71,0.482,0.6401,1.245,1.78,0.7291,0.602
scalar,3,FN1,16,0.8218,1.07,2.438,2.466,0.4935,0.1518
scalar,3,FN1,90,0.2427,0.2548,1.435,1.592,0.8736,0.8635
scalar,3,FN1,99,1,0.9989,1.699,1.319,0.03037,0.02488
scalar,3,FN1,17,0.9847,1.059,1.689,1.948,0.1488,-0.07267
scalar,3,FN1,8,0.9917,0.9854,1.613,2.075,0.1531,0.4497
scalar,3,FN1,68,0.5039,0.9651,1.226,1.904,0.7296,0.4248
scalar,3,FN1,96,0.4011,0.6571,1.556,1.836,0.7805,0.5841
scalar,3,FN1,58,0.7184,0.6931,1.266,1.541,0.5794,0.5998
scalar,3,FN1,94,0.8457,1.126,1.274,1.305,0.4061,0.1163
scalar,3,FN1,82,0.6339,0.9892,1.531,1.969,0.6562,0.3737
scalar,3,FN1,88,0.7111,0.7611,1.462,0.9721,0.5429,0.5242
scalar,3,FN1,79,0.9799,1.078,1.607,1.786,0.2724,0.1386
scalar,3,FN1,84,0.6114,0.8877,1.221,1.337,0.6704,0.3784
scalar,3,FN1,86,0.8672,0.9987,1.561,1.417,0.405,0.2434
scalar,3,FN1,77,0.4852,0.6836,1.201,1.639,0.7424,0.5728
scalar,3,FN1,46,0.9924,1.003,1.874,1.346,0.2034,0.1016
scalar,3,FN1,91,0.8142,0.9035,1.589,1.318,0.4661,0.36
scalar,3,FN1,89,0.9569,0.9696,1.413,1.349,0.3135,0.002929
scalar,3,FN1,65,0.7423,0.8159,1.356,2.158,0.5292,0.44
scalar,3,FN1,81,0.6827,0.7354,1.223,1.821,0.5985,0.5763
scalar,3,FN1,70,0.3695,0.5424,1.261,1.355,0.8045,0.6943
scalar,3,FN1,23,0.3117,1.194,0.548,2.1,0.8693,0.3439
scalar,3,FN1,100,0.5259,0.7154,0.9483,2.129,0.7308,0.5414
scalar,3,FN1,36,0.7823,0.7367,1.101,1.825,0.5246,0.5285
scalar,3,FN1,43,0.5036,0.4577,1.353,1.518,0.7096,0.7426
scalar,3,FN1,57,0.6299,0.783,1.369,1.852,0.6275,0.4693
scalar,3,FN1,75,0.87,1.13,1.116,1.686,0.4047,-0.07492
scalar,3,FN1,98,0.9102,1.048,1.34,1.81,0.3503,0.1369
scalar,3,FN1,97,0.9798,1.06,1.653,1.292,0.1817,0.08695
scalar,3,FN1,87,0.9824,0.9535,1.632,1.256,0.1598,0.2595
scalar,3,FN1,26,0.5495,0.88,0.8884,1.531,0.7221,0.3424
scalar,3,FN1,59,0.8488,0.8811,1.666,1.319,0.4454,0.4342
scalar,3,FN1,24,0.8222,1.174,1.632,1.851,0.4687,0.04196
scalar,3,FN1,76,0.6985,0.5918,1.265,1.631,0.5602,0.6991
scalar,3,FN1,78,0.9644,0.9747,1.741,1.549,0.2139,0.1666
scalar,3,FN1,62,0.8677,0.9736,1.861,1.84,0.457,0.3498
scalar,3,FN1,72,0.1934,0.4821,0.9133,2.643,0.9182,0.7337
scalar,3,FN1,32,0.9698,0.9534,1.61,0.8988,0.2145,0.2836
scalar,3,FN1,67,0.9703,0.9977,1.423,1.553,0.2157,0.3099
scalar,3,FN1,63,0.8221,0.8418,1.257,1.479,0.4477,0.4045
scalar,3,FN1,92,0.7226,0.8932,1.671,1.923,0.6452,0.5754
scalar,3,FN1,83,0.3126,0.7108,1.416,2.772,0.8363,0.589
scalar,3,FN1,74,0.3193,0.4828,1.604,2.587,0.8557,0.73
scalar,3,FN1,37,0.7496,1.001,1.493,1.948,0.5107,0.264
scalar,3,FN1,60,0.4605,0.7023,1.332,1.506,0.7395,0.5861
scalar,3,FN1,66,0.1068,0.2215,1.257,2.966,0.9536,0.8885
scalar,3,FN1,64,0.9202,0.8922,3.734,2.298,0.3686,0.3931
scalar,3,FN1,38,0.2764,0.5098,0.7522,1.804,0.8761,0.6391
scalar,3,FN1,31,0.7215,1.066,1.036,1.929,0.5687,0.1405
scalar,3,FN1,85,0.8251,0.8601,1.702,1.574,0.4736,0.3977
scalar,3,FN1,95,0.7698,0.9801,1.296,1.862,0.4983,0.2858
scalar,3,FN1,93,0.9918,0.9572,1.599,1.44,0.145,0.4882
scalar,3,FN1,61,0.599,0.708,1.398,1.26,0.6535,0.5923
scalar,3,FN1,80,0.9805,0.9958,1.596,1.16,0.171,0.1476
scalar,3,FN1,69,0.4704,0.5423,1.307,1.517,0.7508,0.7434
scalar,3,FN1,73,0.5761,0.4549,1.853,1.142,0.6666,0.7566
scalar,3,NN1,5,0.8736,1.066,1.246,1.524,0.4126,0.05009
scalar,3,NN1,3,0.6904,0.7749,1.548,2.045,0.6218,0.5462
scalar,3,NN1,4,0.6648,0.6297,1.766,1.465,0.6065,0.6294
scalar,3,NN1,2,0.522,0.8277,1.656,1.867,0.7345,0.4354
scalar,3,NN1,1,0.6859,1.072,1.563,1.634,0.5883,0.2526
scalar,3,NN1,6,0.1979,0.8355,0.6532,2.573,0.9424,0.5755
scalar,3,NN1,44,0.8986,0.863,1.493,1.457,0.3878,0.4265
scalar,3,NN1,56,0.9171,0.911,1.337,1.641,0.4132,0.3663
scalar,3,NN1,40,0.8176,0.9948,1.284,1.506,0.4643,0.1833
scalar,3,NN1,35,0.6174,0.6922,1.53,1.904,0.6559,0.5546
scalar,3,NN1,29,1.003,0.977,1.803,1.761,0.02827,0.3476
scalar,3,NN1,48,0.9138,0.9184,2.237,3.022,0.459,0.4739
scalar,3,NN1,53,0.8926,0.9228,1.468,1.017,0.3495,0.2662
scalar,3,NN1,41,0.776,0.8707,1.375,2.277,0.5475,0.4837
scalar,3,NN1,55,0.7985,0.9548,1.358,1.753,0.4797,0.2729
scalar,3,NN1,36,0.7151,0.766,1.007,1.898,0.5581,0.557
scalar,3,NN1,38,0.2029,0.7843,0.5522,2.775,0.9389,0.6079
scalar,3,NN1,27,0.439,0.5324,1.42,2.16,0.7805,0.7159
scalar,3,NN1,52,0.1912,1.069,0.658,2.292,0.9373,0.5673
scalar,3,NN1,45,0.8371,0.9153,1.527,1.389,0.4458,0.3342
scalar,3,NN1,37,0.7847,1.022,1.563,1.989,0.5071,0.2134
scalar,3,NN1,54,0.6367,0.777,1.426,2.761,0.6889,0.5463
scalar,3,NN1,46,0.9936,0.9978,1.876,1.338,0.2655,0.1455
scalar,3,NN1,30,0.8965,0.8504,2.254,1.819,0.5534,0.4408
scalar,3,NN1,31,0.968,1.058,1.39,1.914,0.2606,-0.03216
scalar,3,NN1,42,0.8853,1.04,1.374,1.43,0.4273,0.1652
scalar,3,NN1,49,0.8451,0.8664,1.226,1.527,0.449,0.3525
scalar,3,NN1,34,0.06449,0.3364,0.4495,3.016,0.9714,0.8487
scalar,3,NN1,47,0.8181,1.276,1.413,1.863,0.5006,-0.01408
scalar,3,NN1,39,0.9035,0.9785,1.16,1.994,0.3931,0.103
scalar,3,NN1,32,1.005,0.9975,1.669,0.9404,0.09015,0.1565
scalar,3,NN1,50,0.5846,0.6649,1.399,1.845,0.6696,0.5886
scalar,3,NN1,51,0.504,1.211,0.7713,1.718,0.7822,0.1286
scalar,3,NN1,17,1.038,0.9401,1.781,1.73,-0.1195,-0.05844
scalar,3,NN1,15,0.8914,0.9742,1.515,2.047,0.3782,0.2244
scalar,3,NN1,26,0.867,0.8426,1.402,1.466,0.5186,0.3347
scalar,3,NN1,28,0.07841,0.3412,0.5475,2.071,0.9761,0.829
scalar,3,NN1,33,0.8636,0.9568,1.581,1.589,0.4279,0.3142
scalar,3,NN1,22,0.5415,0.7861,1.725,2.317,0.7379,0.5967
scalar,3,NN1,25,0.1325,0.5972,0.5867,2.479,0.9669,0.6748
scalar,3,NN1,19,0.834,0.7472,1.702,2.265,0.4702,0.5752
scalar,3,NN1,20,0.9979,0.993,1.899,2.303,0.4069,0.4025
scalar,3,NN1,12,0.5927,0.5747,1.396,2.102,0.7154,0.6857
scalar,3,NN1,23,0.8463,0.9261,1.488,1.629,0.5112,0.4278
scalar,3,NN1,43,0.03048,0.6942,0.08191,2.303,0.9961,0.6106
scalar,3,NN1,24,0.749,1.141,1.487,1.798,0.5551,0.0787
scalar,3,NN1,7,0.2114,0.6229,0.7768,1.64,0.9167,0.7287
scalar,3,NN1,21,1.031,1.026,1.455,1.714,0.1024,0.3185
scalar,3,NN1,13,0.6911,0.8001,1.482,2.11,0.5824,0.5002
scalar,3,NN1,16,0.5572,1.076,1.653,2.48,0.7205,0.2407
scalar,3,NN1,18,0.8736,1.037,1.231,1.819,0.4378,0.06947
scalar,3,NN1,11,0.4277,0.3753,1.534,1.631,0.7909,0.8051
scalar,3,NN1,14,0.8572,1.069,1.356,1.572,0.4224,0.08066
scalar,3,NN1,9,0.8234,0.9747,1.27,1.501,0.4529,0.1496
scalar,3,NN1,8,1.01,1.03,1.643,2.169,-0.223,-0.3908
scalar,3,NN1,10,0.1255,0.4004,0.7066,1.966,0.9524,0.8167
scalar,3,NN1,98,0.8771,1.005,1.291,1.736,0.4659,-0.008598
scalar,3,NN1,97,1.003,1.055,1.692,1.286,0.08357,-0.09588
scalar,3,NN1,65,0.8781,0.8772,1.604,2.32,0.3943,0.3833
scalar,3,NN1,75,0.9571,1.045,1.228,1.559,0.2479,-0.08703
scalar,3,NN1,64,0.4814,0.6509,1.953,1.676,0.7961,0.6872
scalar,3,NN1,80,1.005,1.026,1.636,1.195,-0.1715,-0.06607
scalar,3,NN1,99,1.033,1.057,1.755,1.396,-0.1165,-0.2449
scalar,3,NN1,100,0.6765,0.7586,1.22,2.258,0.5953,0.5461
scalar,3,NN1,76,0.8843,0.8904,1.601,2.454,0.5492,0.6752
scalar,3,NN1,67,1.102,0.9817,1.617,1.528,-0.04505,-0.1826
scalar,3,NN1,68,0.6742,0.8982,1.64,1.772,0.5999,0.3679
scalar,3,NN1,63,0.842,0.8633,1.288,1.516,0.4717,0.4026
scalar,3,NN1,69,0.5142,0.5494,1.428,1.536,0.7307,0.7333
scalar,3,NN1,89,1.008,1.064,1.488,1.481,0.07892,-0.0251
scalar,3,NN1,71,0.3048,0.7852,0.787,2.183,0.8774,0.5792
scalar,3,NN1,86,0.9937,0.9319,1.789,1.322,0.3564,0.3539
scalar,3,NN1,62,0.7232,0.9294,1.551,1.757,0.5729,0.4192
scalar,3,NN1,78,1.007,1.012,1.818,1.608,-0.1764,-0.3562
scalar,3,NN1,81,0.7113,0.7424,1.274,1.838,0.5753,0.5005
scalar,3,NN1,87,0.9249,0.9782,1.536,1.289,0.3396,0.1854
scalar,3,NN1,72,0.1691,0.4787,0.7984,2.625,0.9411,0.782
scalar,3,NN1,79,1.022,1.107,1.676,1.834,-0.09343,0.08273
scalar,3,NN1,59,0.7326,0.8316,1.438,1.245,0.5488,0.471
scalar,3,NN1,94,0.8573,1.183,1.292,1.372,0.4184,-0.01947
scalar,3,NN1,77,0.2036,1.025,0.5037,2.458,0.9399,0.4104
scalar,3,NN1,90,0.269,0.321,1.591,2.006,0.879,0.859
scalar,3,NN1,88,0.7453,0.7815,1.532,0.9981,0.5621,0.5412
scalar,3,NN1,66,0.07996,0.1798,0.9411,2.408,0.9744,0.9133
scalar,3,NN1,85,0.9201,0.8608,1.898,1.576,0.4796,0.5521
scalar,3,NN1,82,0.3288,1.153,0.7939,2.295,0.8741,0.4154
scalar,3,NN1,70,0.1949,0.8742,0.6651,2.184,0.9301,0.6374
scalar,3,NN1,83,0.09489,1.189,0.4297,4.634,0.9796,0.5444
scalar,3,NN1,74,0.1065,0.5586,0.5348,2.993,0.9815,0.6824
scalar,3,NN1,58,0.7389,0.7608,1.302,1.691,0.6027,0.5665
scalar,3,NN1,84,0.4036,0.9944,0.8063,1.497,0.8446,0.324
scalar,3,NN1,57,0.4085,1.021,0.8878,2.417,0.814,0.3507
scalar,3,NN1,73,0.1187,0.7839,0.3819,1.968,0.9678,0.5797
scalar,3,NN1,61,0.6186,0.7065,1.444,1.257,0.6418,0.5634
scalar,3,NN1,91,0.7389,0.9858,1.442,1.438,0.5339,0.2888
scalar,3,NN1,92,0.9196,1.028,2.126,2.213,0.6301,0.603
scalar,3,NN1,93,0.9484,0.863,1.529,1.299,0.2859,0.5213
scalar,3,NN1,60,0.5418,0.6145,1.567,1.318,0.734,0.5626
scalar,3,NN1,95,0.7444,0.9014,1.253,1.712,0.5518,0.3253
scalar,3,NN1,96,0.4079,0.7186,1.582,2.008,0.7941,0.5599
